url,lounge_type,lounge_row,displayIATA,airsideDesc,amenities,category_description,category_name,description,id,location_airside,location_terminal,location_terminalDirections,name,nonContingentAccess_accessAction,nonContingentAccess_cost_currency,nonContingentAccess_cost_price,nonContingentAccess_id,nonContingentAccess_isFreeAccess,nonContingentAccess_isNonContingent,nonContingentAccess_name,purchasable,rating_avg,rating_total,bookingLoungeId,displayPrice_currencyCode,displayPrice_price,location_latitude,location_longitude,nonContingentAccess_timeLimit,price_GBP,price_USD,productName,displayPrice_originalPrice
https://www.loungebuddy.co.uk/RIZ?source=homepage/airports,regularLounges,0,RIZ,(Outside Security),"Snacks, Wi-Fi, Flight Monitors, Non-Smoking",,,,NbiEYjMYQ3,0,Main Terminal,"On the 2nd floor, opposite Gate 3",First Class Lounge,,,,,,,,0,,0,,,,,,,,,,
https://www.loungebuddy.co.uk/RKT?source=homepage/airports,regularLounges,0,RKT,(Inside Security),"Snacks, Wi-Fi, Newspapers & Magazines, TVs, Non-Smoking",,,,mQUU2rfb4c,1,Departure Terminal,"1st Floor, Departure Area",RAK Airport Business Lounge,,,,,,,,0,,0,,,,,,,,,,
https://www.loungebuddy.co.uk/RMF?source=homepage/airports,regularLounges,0,RMF,(Outside Security),"Snacks, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Smoking Area",Reliable lounges with expected amenities,SOLID,"Enjoy a break from the crowded terminal and immerse yourself in the tranquil surroundings of the Pearl Lounge. Indulge in a variety of amenities designed to comfort and relax - including complimentary high speed Wi-Fi, plenty of plush seating, and a selection of snacks and refreshments.",GqVym8YOFU,0,Main Terminal,"The lounge is located just before Passport Control, on the right side of the Check-In Counters.",Pearl Lounge (Landside) (Temporarily Closed),Pay for entry at the front desk,EUR,30,tkjIdwaLps,0,1,Walk Up Entry,0,4,1,,,,,,3,24,30,,
https://www.loungebuddy.co.uk/RMF?source=homepage/airports,regularLounges,1,RMF,(Inside Security),"Snacks, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Smoking Area",Reliable lounges with expected amenities,SOLID,"Enjoy a break from the crowded terminal and immerse yourself in the tranquil surroundings of the Pearl Lounge. Indulge in a variety of amenities designed to comfort and relax - including complimentary high speed Wi-Fi, plenty of plush seating, and a selection of snacks and refreshments.",0lVnZqz390,1,Main Terminal,"After Passport Control, proceed to the end of the Duty Free Area. The lounge is located on the right side of the departure gates.",Pearl Lounge (Airside) (Temporarily Closed),Pay for entry at the front desk,EUR,30,tkjIdwaLps,0,1,Walk Up Entry,0,4,1,,,,,,3,24,30,,
https://www.loungebuddy.co.uk/RMI?source=homepage/airports,regularLounges,0,RMI,(Outside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Non-Smoking",,,,MSDF2zStnQ,0,Main Terminal,Before security.,Red Carpet VIP Lounge,Pay for entry at the front desk,EUR,20,YVTFme1zNb,0,1,Walk Up Entry,0,,0,,,,,,,,,,
https://www.loungebuddy.co.uk/RMQ?source=homepage/airports,regularLounges,0,RMQ,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Telephones, Non-Smoking",,,,RjrTlu0cvb,1,International Terminal,"After Immigration, Departure Area on the 3rd Floor, turn left and follow signs, between Gates 4 and 5",More Premium Lounge,Pay for entry at the front desk,NTD,1100,wBXnMhwl0A,0,1,Walk Up Entry,0,3,1,,,,,,3,,,,
https://www.loungebuddy.co.uk/RNO?source=homepage/airports,purchasableLounges,0,RNO,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Printers & Copiers, Non-Smoking, 18+ Cardholder",Upscale lounges with deluxe amenities,LUXE,"Escape the hustle and bustle of the main concourse and enjoy Reno-Tahoe’s brand new airport lounge. With fresh, seasonal cuisine from local chef Colin Smith of the Roundabout Grill, complimentary alcoholic beverages and refreshments, plenty of seating with power points and lots of natural light, you can dine, connect, and relax in contemporary surroundings at Escape Lounge RNO. A warm welcome awaits!",eq8XQBNUqC,1,Concourse B-C Connector,"After the Security Checkpoint, the lounge is located in the connector between Concourses B and C.",Escape Lounge (Temporarily Closed),Pay for entry at the front desk,USD,49,EJF7UzlpLW,0,1,Walk Up Entry,1,3.6,17,LB_RNO_MAG_B_C,GBP,36,,,,36,44,RNO - Concourse B-C Connector - Escape Lounge (Temporarily Closed),
https://www.loungebuddy.co.uk/ROK?source=homepage/airports,regularLounges,0,ROK,(Outside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Newspapers & Magazines, TVs, Internet Terminals, Printers & Copiers, Non-Smoking",,,"Relax and unwind in the Qantas Club before your next domestic flight. You and a guest will enjoy dedicated check-in, priority baggage handling, complimentary food and beverage, wireless internet and the latest newspapers and magazines.",uu4qbPirbk,0,Main Terminal,"Ground Floor, beside Qantas check-in counter",Qantas Airways The Qantas Club,,,,,,,,0,2,1,,,,,,,,,,
https://www.loungebuddy.co.uk/ROS?source=homepage/airports,regularLounges,0,ROS,(Inside Security),"Snacks, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Conference Rooms, Internet Terminals, Telephones, Non-Smoking",,,,wChxCpMnWW,1,Domestic Terminal,After Passport Control near Gate 1.,AMAE Lounge (Temporarily Closed),,,,,,,,0,,0,,,,,,,,,,
https://www.loungebuddy.co.uk/ROS?source=homepage/airports,regularLounges,1,ROS,(Inside Security),"Snacks, Beer & Wine, Wi-Fi, Showers, Flight Monitors, Newspapers & Magazines, TVs, Conference Rooms, Telephones, Non-Smoking",,,,gGOTAgSmPR,1,International Terminal,"After Passport Control, near Gate 4.",AMAE Lounge (Temporarily Closed),,,,,,,,0,,0,,,,,,,,,,
https://www.loungebuddy.co.uk/ROV?source=homepage/airports,regularLounges,0,ROV,(Inside Security),"Snacks, Wi-Fi, Showers, Flight Monitors, Newspapers & Magazines, TVs, Children's Area, Internet Terminals, Non-Smoking, Beer & Wine",,,,SMoqtct5L7,1,Domestic Terminal,Departure Area,Business Lounge,Pay for entry at the front desk,RUB,4000,L9sDFQ0Frh,0,1,Walk Up Entry,0,,0,,,,,,3,,,,
https://www.loungebuddy.co.uk/ROV?source=homepage/airports,regularLounges,1,ROV,(Outside Security),"Premium Food, Snacks, Spirits & Liquor, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Telephones, Non-Smoking, Beer & Wine",,,,TJKTcM3Lst,0,Domestic Terminal,Located on 3rd Floor after Passport Control on the left hand side.,Business Lounge (for cardholders),,,,,,,,0,,0,,,,,,,,,,
https://www.loungebuddy.co.uk/ROV?source=homepage/airports,regularLounges,2,ROV,(Inside Security),"Snacks, Spirits & Liquor, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Children's Area, Telephones, Non-Smoking, Beer & Wine",,,,CSBt6YPAI7,1,International Terminal,The lounge is located on the 3rd Floor after Passport Control on the left hand side.,Business Lounge (Temporarily Closed),Pay for entry at the front desk,RUB,4000,L9sDFQ0Frh,0,1,Walk Up Entry,0,,0,,,,,,3,,,,
https://www.loungebuddy.co.uk/ROV?source=homepage/airports,regularLounges,3,ROV,(Outside Security),"Premium Food, Spirits & Liquor, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Conference Rooms, Non-Smoking, Beer & Wine",,,,GQFlyJ0Qr7,0,VIP Building,Separate detached building.,VIP Lounge,Pay for entry at the front desk,RUB,6000,DNTMIV1sZ7,0,1,Walk Up Entry,0,,0,,,,,,,,,,
https://www.loungebuddy.co.uk/RUH?source=homepage/airports,purchasableLounges,0,RUH,(Inside Security),"Premium Food, Snacks, Wi-Fi, Showers, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Smoking Area",Stylish spaces with unique features,FRESH,"Relax and recharge at the new Plaza Premium Lounge prior to your departure. Enjoy a host of amenities, including a wide range of food and beverage, shower facilities, and complimentary Wi-Fi.",jUiMXGNaCw,1,Terminal 1,"After Immigration and Security Check, turn right and take the escalators near Gate 18 up to the entrance on the Mezzanine Level.",Plaza Premium Lounge (Temporarily Closed),Pay for entry at the front desk,USD,40,QAzg6bFQLU,0,1,Walk Up Entry,1,2.3,6,LB_PROVIDER_PLAZA_PREMIUM_10209,GBP,29,,,2,29,36,RUH - Terminal 1 - Plaza Premium Lounge (Temporarily Closed),
https://www.loungebuddy.co.uk/RUH?source=homepage/airports,regularLounges,0,RUH,(Inside Security),"Snacks, Wi-Fi, Showers, Spa Services, Flight Monitors, Newspapers & Magazines, TVs, Children's Area, Internet Terminals, Smoking Area",,,,eUyJis1JQK,1,Terminal 1,"Mezzanine Level, left side wing after immigration and security checks of departure hall.",Wellcome Lounge,,,,,,,,0,1.5,2,,,,,,,,,,
https://www.loungebuddy.co.uk/RUH?source=homepage/airports,regularLounges,1,RUH,(Inside Security),"Premium Food, Snacks, Wi-Fi, Showers, Internet Terminals, Smoking Area",,,,9SG3eS1VyP,1,Terminal 2,Near Gate 21.,Saudia Al-Fursan Golden First Lounge (International),Pay for entry at the front desk,SAR,200,aojxE3D3XQ,0,1,Walk Up Entry,0,,0,,,,,,,,,,
https://www.loungebuddy.co.uk/RUH?source=homepage/airports,regularLounges,2,RUH,(Inside Security),"Premium Food, Snacks, Wi-Fi, Showers, Spa Services, Flight Monitors, Newspapers & Magazines, TVs, Children's Area, Smoking Area",,,,64xFuRX3NI,1,Terminal 2,"2nd Floor, right wing of the Mezzanine Floor, after Immigration and X-ray Security Checks.",Wellcome Lounge,,,,,,,,0,2.5,4,,,,,,,,,,
https://www.loungebuddy.co.uk/RUH?source=homepage/airports,regularLounges,3,RUH,(Inside Security),"Snacks, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Printers & Copiers, Telephones, Non-Smoking, 18+ Cardholder",,,"Enjoy a break from the hustle and bustle of the Riyadh Airport in the Al Fursan Golden Lounge, providing snacks, hot and cold beverages, and a quiet place to relax before your flight.",gdaRh04Zit,1,Terminal 2,Near Gate 21.,Saudia Al-Fursan Golden Business Lounge (International),Pay for entry at the front desk,SAR,210,gYyoOj15pt,0,1,Walk Up Entry,0,3.3,4,,,,,,,,,,
https://www.loungebuddy.co.uk/RUH?source=homepage/airports,regularLounges,4,RUH,(Inside Security),"Premium Food, Snacks, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Non-Smoking",,,,RRwHfIfy4P,1,Terminal 5,"After Passport Control, turn left. The lounge is located about 70 meters.",naSmiles Lounge,,,,,,,,0,3.5,2,,,,,,,,,,
https://www.loungebuddy.co.uk/RUH?source=homepage/airports,regularLounges,5,RUH,(Inside Security),"Premium Food, Snacks, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Printers & Copiers, Telephones, Non-Smoking, 18+ Cardholder",,,"Enjoy a break from the hustle and bustle of the Riyadh Airport in the Al Fursan Golden Lounge, providing snacks, hot and cold beverages, and a quiet place to relax before your flight.",GnDfyL0Sdw,1,Terminal 5,Left Area near Gate 508A.,Saudia Al-Fursan Golden Lounge (Domestic),Pay for entry at the front desk,SAR,189,azh7zJANP1,0,1,Walk Up Entry,0,2.6,5,,,,,,,,,,
https://www.loungebuddy.co.uk/RUN?source=homepage/airports,regularLounges,0,RUN,(Inside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, TVs",,,,hnLAtyvNED,1,Passenger Terminal,"Departure Area, first floor.",Salon Guetali,,,,,,,,0,,0,,,,,,,,,,
https://www.loungebuddy.co.uk/RUN?source=homepage/airports,regularLounges,1,RUN,(Inside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, Internet Terminals, Non-Smoking",,,,4LGME6oQaO,1,Passenger Terminal,"Departure Area, 1st Floor",Le Club Austral,,,,,,,,0,,0,,,,,,,,,,
https://www.loungebuddy.co.uk/RUN?source=homepage/airports,regularLounges,2,RUN,(Inside Security),"Snacks, Wi-Fi, Showers, Newspapers & Magazines, TVs, Internet Terminals, Non-Smoking",,,"Away from the hustle and bustle of the airport, the Air France Lounge at Roland Garros Airport offers a space to work in tranquility, enjoy a meal, or simply rest before your departure.",LZDcw7xNXq,1,Passenger Terminal,"2nd Floor of Boarding Area, accessible by stairs and elevator",Air France Lounge,,,,,,,,0,,0,,,,,,,,,,
https://www.loungebuddy.co.uk/RZE?source=homepage/airports,regularLounges,0,RZE,(Inside Security),"Snacks, Wi-Fi, Showers, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Telephones",,,"Relax at the Executive Lounge prior to your departure from Rzeszów. Enjoy the complimentary refreshments, WiFi, and shower facilities.",W5uyon0CvQ,1,Main Terminal,"After security, turn right and proceed straight, entrance is on the right side at Gate 4",Executive Lounge (Schengen),Pay for entry at the front desk,PLN,50,iiPicB6f3y,0,1,Walk Up Entry,0,2,1,,,,,,,,,,
https://www.loungebuddy.co.uk/SAH?source=homepage/airports,regularLounges,0,SAH,(Inside Security),"Snacks, Beer & Wine, Flight Monitors, Newspapers & Magazines, TVs, Telephones, Non-Smoking, 18+ Cardholder",,,Enjoy a stop at the Yemenia Lounge before your flight.,IdNEHGGFWZ,1,Terminal 1,First floor after immigration.,Yemenia Lounge,,,,,,,,0,,0,,,,,,,,,,
https://www.loungebuddy.co.uk/SAL?source=homepage/airports,regularLounges,0,SAL,(Inside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Telephones, Non-Smoking, 18+ Cardholder",,,Recharge or unwind at the VIP Lounge before your flight.,GGZvjwIg2M,1,Main Terminal,In front of Gate 8,Avianca Sala VIP,Pay for entry at the front desk,USD,35,fSV3VARuPK,0,1,Walk Up Entry,0,2.6,18,,,,,,,,,,
https://www.loungebuddy.co.uk/SAN?source=homepage/airports,regularLounges,1,SAN,(Outside Security),"Snacks, Showers, TVs, Children's Area, Conference Rooms, Internet Terminals, Telephones, Non-Smoking",,,"San Diego International Airport is host to one of the nation's largest United Services Organizations (USO) center, providing our military with a ""Home Away from Home"" welcome respite while traveling.",0MbeB71zTg,0,Terminal 2,"Located just across Airport Terminal Road from Terminal 2. From Terminal 2, follow the signs to the USO center and go over the sky bridge.",Neil Ash USO Center,,,,,,,,0,3.5,4,,,,32.731322,-117.200223,,,,,
https://www.loungebuddy.co.uk/SAL?source=homepage/airports,purchasableLounges,0,SAL,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Flight Monitors, Newspapers & Magazines, TVs, Private Rooms, Conference Rooms, Printers & Copiers, Telephones, Non-Smoking, 18+ Cardholder",Reliable lounges with expected amenities,SOLID,"Escape the crowded terminal and find your airport oasis at the Aeroconnections VIP Lounge before departure. With complimentary shower facilities, fast Wi-Fi, and a wide range of snacks and refreshments, all your business and relaxation needs will be met.",nSzfNGdlh7,1,Main Terminal,"After the Security Checkpoint and Immigration, turn left. The lounge is located opposite Gate 5.",Aeroconnections VIP Lounge (Temporarily Closed),Pay for entry at the front desk,USD,30,LtRSNLbBno,0,1,Walk Up Entry,1,2.8,10,LB_SAL_AEROCONNECTIONS_MAIN,GBP,24,,,5,24,29,SAL - Main Terminal - Aeroconnections VIP Lounge (Temporarily Closed),
https://www.loungebuddy.co.uk/SAN?source=homepage/airports,regularLounges,0,SAN,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Printers & Copiers, Non-Smoking, 18+ Cardholder",Reliable lounges with expected amenities,SOLID,"The Airspace Lounge offers customers hushed separation from the busy airport concourse, an array of unlimited complimentary food and beverage, plus a complimentary $10 USD credit to purchase items from the premium Airspace Lounge menu.",hIFc1a8734,1,Terminal 2,"After the security checkpoint for Gates 20-32, head left. This lounge is located before the bridge leading to Gates 33-50.",Airspace Lounge,Pay for entry at the front desk,USD,37,9EKSsTz0fn,0,1,Walk Up Entry,0,2.7,90,LB_SAN_AIRSPACE_TWO,,,32.732012,-117.201502,,,,,
https://www.loungebuddy.co.uk/SAN?source=homepage/airports,regularLounges,2,SAN,(Inside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Printers & Copiers, Non-Smoking, 18+ Cardholder",,,"The Delta Sky Club is an award-winning retreat that allows relaxation, productivity, or both.",DDxIsKJf2W,1,"Terminal 2, West","Mezzanine Level, above Sunset Cove, between Gates 47 and 48.",Delta Air Lines Delta Sky Club (Temporarily Closed),,,,,,,,0,3,26,,,,32.732297,-117.204544,,,,,
https://www.loungebuddy.co.uk/SAN?source=homepage/airports,regularLounges,3,SAN,(Inside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Conference Rooms, Internet Terminals, Printers & Copiers, Telephones, Non-Smoking, 18+ Cardholder",,,United Club locations offer a wide range of amenities to make your experience productive and enjoyable. Relax in a sophisticated environment when you wait for your flight in the United Club.,XwybiI4OjF,1,"Terminal 2, West","Mezzanine Level, above Sunset Cove, between Gates 47 and 48.",United Airlines United Club (Temporarily Closed),Pay for entry at the front desk,USD,59,UvEwyVH64T,0,1,Walk Up Entry,0,3.3,25,,,,32.732179,-117.204632,,,,,
https://www.loungebuddy.co.uk/SAP?source=homepage/airports,regularLounges,0,SAP,(Inside Security),"Spirits & Liquor, Beer & Wine, Wi-Fi, Newspapers & Magazines, TVs, Internet Terminals, Telephones, Non-Smoking",,,,1KjPn1ExjE,1,Main Terminal,"After Security Checks, take the stairs near Gate 6 to the 3rd Floor",Sala Internacionales VIP Club (Temporarily Closed),,,,,,,,0,,0,,,,,,,,,,
https://www.loungebuddy.co.uk/SAP?source=homepage/airports,regularLounges,1,SAP,(Inside Security),"Snacks, Spirits & Liquor, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Telephones, Non-Smoking, Beer & Wine",,,,a7wWyj8PX9,1,Main Terminal,Inside Salas Internacionales VIP Club.,Banco Atlantida Black Saloon,,,,,,,,0,,0,,,,,,,,,,
https://www.loungebuddy.co.uk/SAP?source=homepage/airports,regularLounges,2,SAP,(Inside Security),"Snacks, Spirits & Liquor, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Telephones, Non-Smoking, Beer & Wine",,,,LE4ORYmcpA,1,Main Terminal,"After security on the 2nd floor, adjacent to Gate 7",Salas Internacionales VIP Club (Temporarily Closed),Pay for entry at the front desk,USD,5,JgS6WznIna,0,1,Walk Up Entry,0,3.4,5,,,,,,,,,,
https://www.loungebuddy.co.uk/SAP?source=homepage/airports,regularLounges,3,SAP,(Inside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Newspapers & Magazines, TVs, Internet Terminals, Non-Smoking, 18+ Cardholder",,,The Sala VIP Credomatic is open to individuals with certain premium credit cards issued by Credomatic.,gvGn3YTa5l,1,Main Terminal,First Floor,Sala VIP Credomatic,,,,,,,,0,2.7,3,,,,,,,,,,
https://www.loungebuddy.co.uk/SAT?source=homepage/airports,regularLounges,0,SAT,(Outside Security),"Snacks, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Printers & Copiers, Telephones, Non-Smoking",,,"The USO offers a variety of servces to active military personnel and their dependents, including free refreshments, information, and referrals.",bKfkPRFu4P,0,Terminal B,Near Baggage Area,USO Lounge,,,,,,,,0,3.3,3,,,,,,,,,,
https://www.loungebuddy.co.uk/SAT?source=homepage/airports,regularLounges,1,SAT,(Inside Security),"Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Printers & Copiers, Telephones, Non-Smoking, 18+ Cardholder",,,"Wherever you're going, United Club is the best place to stop. United Club amenities include complimentary bar service, light snacks, free Wi-Fi, conference room access and more.",ViYppsM8pU,1,Terminal B,Between Gates B3 and B5.,United Airlines United Club (Temporarily Closed),Pay for entry at the front desk,USD,59,UvEwyVH64T,0,1,Walk Up Entry,0,2.9,11,,,,,,,,,,
https://www.loungebuddy.co.uk/SAV?source=homepage/airports,regularLounges,0,SAV,(Inside Security),"Snacks, Wi-Fi, Newspapers & Magazines, TVs, Telephones, Non-Smoking, 18+ Cardholder",,,Relax in the Passport Club before your flight.,PNcBz5YDeH,1,Main Terminal,"Follow signs, next to Gate 12 and across from Dewar's Clubhouse.",Passport Club Lounge,Pay for entry at the front desk,USD,5,TCWlxpvuwY,0,1,Walk Up Entry,0,1.6,14,,,,,,,,,,
https://www.loungebuddy.co.uk/SAV?source=homepage/airports,regularLounges,1,SAV,(Outside Security),"Snacks, Wi-Fi, Newspapers & Magazines, TVs, Telephones, Non-Smoking, 18+ Cardholder",,,"The USO offers a variety of services to active military personnel and their dependents, including free refreshments, information, and referrals.",sLhoWioAFy,0,Main Terminal,Located at Savannah Square pavilion area on the left right before security.,USO Savannah Center,,,,,,,,0,,0,,,,,,,,,,
https://www.loungebuddy.co.uk/SAW?source=homepage/airports,regularLounges,0,SAW,(Inside Security),"Snacks, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Smoking Area, 18+ Cardholder",Reliable lounges with expected amenities,SOLID,"Escape the noise and chaos of the terminal and enjoy the ultimate getaway before your departure. Delight in a host of amenities at the ISG Domestic CIP Lounge, including an open buffet of delicious snacks, complimentary Wi-Fi, TVs, and spectacular views of the runway.",UzrKBClhlt,1,Domestic Terminal,"After Security Checkpoint, the lounge is located between Gates 205 and 206.",ISG Domestic CIP Lounge,Pay for entry at the front desk,TRY,110,8xweCX3Iqw,0,1,Walk Up Entry,0,2.3,10,LB_SAW_LGM_DOMESTIC,,,,,4,18,,,
https://www.loungebuddy.co.uk/SAW?source=homepage/airports,regularLounges,1,SAW,(Inside Security),"Premium Food, Snacks, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Non-Smoking",,,"For our guests, light snacks and tasty drinks are available at the CIP lounge where they can relax at a comfortable atmosphere. Fast internet access, computer terminals, newspapers and monthly magazines and TV with major international channels are also available.",7znHnMEqPs,1,International Terminal,Mezzanine Level,Turkish Airlines Lounge Istanbul Sabiha Gokcen,,,,,,,,0,2.3,4,,,,,,,,,,
https://www.loungebuddy.co.uk/SAW?source=homepage/airports,regularLounges,2,SAW,(Inside Security),"Premium Food, Snacks, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Printers & Copiers, Smoking Area, 18+ Cardholder",Reliable lounges with expected amenities,SOLID,"Escape the noise and chaos of the terminal and enjoy the ultimate getaway before your departure. Delight in a host of amenities at the ISG International CIP Lounge, including an open buffet of delicious snacks, complimentary Wi-Fi, TVs, and spectacular views of the runway.",DWQkcCfk0A,1,International Terminal,"After Passport Control, turn right, the lounge is located between Gates 203 and 204.",ISG International CIP Lounge,Pay for entry at the front desk,TRY,110,NcvGKn4QIF,0,1,Walk Up Entry,0,1.9,11,LB_SAW_LGM_INTERNATIONAL,,,,,4,18,,,
https://www.loungebuddy.co.uk/SAW?source=homepage/airports,regularLounges,3,SAW,(Inside Security),"Premium Food, Snacks, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Non-Smoking",,,"For our guests, light snacks and tasty drinks are available at the CIP lounge where they can relax in a comfortable atmosphere.",JIKzG02Lh6,1,VIP Building,"Next to the VIP Building, the lounge is past security screening.",Turkish Airlines Lounge Sabiha Gokcen (Domestic Elite Lounge),,,,,,,,0,2.8,5,,,,,,,,,,
https://www.loungebuddy.co.uk/SAW?source=homepage/airports,regularLounges,4,SAW,(Outside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Printers & Copiers, Telephones, Smoking Area, 18+ Cardholder",,,This lounge is available to reserve for senior public officials and businesspersons.,dKLQo502kU,0,VIP Building,"VIP Building, with independent entrance and exit, connected to the Main Terminal.",VIP Lounge,,,,,,,,0,,0,,,,,,,,,,
https://www.loungebuddy.co.uk/SAW?source=homepage/airports,regularLounges,5,SAW,(Inside Security),"Premium Food, Snacks, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Non-Smoking",,,"For our guests, light snacks and tasty drinks are available at the CIP lounge where they can relax in a comfortable atmosphere.",9Y2iPBnkNN,1,VIP Building,"Next to the VIP Building, the lounge is past security screening.",Turkish Airlines Lounge Sabiha Gokcen (Domestic Business Lounge),,,,,,,,0,2.7,3,,,,,,,,,,
https://www.loungebuddy.co.uk/SBT?source=homepage/airports,regularLounges,0,SBT,(Inside Security),"Snacks, Wi-Fi, Flight Monitors, Newspapers & Magazines, TVs, Non-Smoking",,,,xhxrRf0otd,1,Main Terminal,"After check-in, proceed to the 1st Floor and turn right.",Business Lounge,,,,,,,,0,,0,,,,,,,,,,
https://www.loungebuddy.co.uk/SCL?source=homepage/airports,regularLounges,0,SCL,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Flight Monitors, Newspapers & Magazines, TVs, Internet Terminals, Printers & Copiers, Telephones, Non-Smoking, 18+ Cardholder",,,Spend some quiet quality airport time at the Pacific Club Lounge and unwind before your flight.,UGJlpXKXZK,1,Domestic Terminal,"After Security Checks on the 3rd Level, proceed down the stairs to the 2nd Level where the Lounge is located behind the stairs.",Salones VIP Pacific Club,Pay for entry at the front desk,CLP,35000,jJ6LLCfKBT,0,1,Walk Up Entry,0,2.7,3,,,,,,6,,,,
https://www.loungebuddy.co.uk/SCL?source=homepage/airports,purchasableLounges,0,SCL,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Spa Services, Flight Monitors, Newspapers & Magazines, TVs, Children's Area, Conference Rooms, Internet Terminals, Printers & Copiers, Telephones, Non-Smoking",Upscale lounges with deluxe amenities,LUXE,"Operated by Primeclass Pacífico and designed and furnished by renowned architect Enrique Concha & Co + Grupo Arquitectos, Salon Condor offers guests the opportunity to relax in comfort and style before their departure. Highlights include an open buffet featuring a menu developed by renowned Chilean chef Martita Serani, complimentary shower facilities, and a VIP entertainment system accessed locally through the Wi-Fi network.",kYwECAPw9b,1,Domestic Terminal,"After the Security Checkpoint, the lounge is located next to Gate 26 on the 3rd Floor.",Salon Condor (Temporarily Closed),Pay for entry at the front desk,CLP,34000,lPQv6vGgTo,0,1,Walk Up Entry,1,1.7,10,LB_SCL_PRIMECLASS_DOMESTIC,GBP,40,,,6,40,49,SCL - Domestic Terminal - Salon Condor (Temporarily Closed),
https://www.loungebuddy.co.uk/SCL?source=homepage/airports,purchasableLounges,1,SCL,(Inside Security),"Premium Food, Snacks, Spirits & Liquor, Beer & Wine, Wi-Fi, Showers, Flight Monitors, Newspapers & Magazines, TVs, Children's Area, Conference Rooms, Internet Terminals, Printers & Copiers, Telephones, Non-Smoking",Upscale lounges with deluxe amenities,LUXE,"Operated by Primeclass Pacífico and designed and furnished by renowned architect Enrique Concha & Co + Grupo Arquitectos, Salon Andes offers guests the opportunity to relax in comfort and style before their departure. Highlights include a multimedia room, shower facilities, an open buffet featuring a menu developed by renowned Chilean chef Martita Serani, and much more.",M5lOyKAA1F,1,International Terminal,"After the Security Checkpoint and Passport Control, the lounge is located next to Gate 18 on the 2nd Floor.",Salon Andes (Temporarily Closed),Pay for entry at the front desk,CLP,40000,NUpfqjEvzS,0,1,Walk Up Entry,1,3.6,12,LB_SCL_PRIMECLASS_INTERNATIONAL,GBP,40,,,6,40,49,SCL - International Terminal - Salon Andes (Temporarily Closed),
